"","Day_1","Day_10","Day_30","Day_60"
"48077",1,3,3,3
"48079",1,1,1,1
"48085",1,13,343,859
"48089",2,6,10,22
"48091",3,12,47,82
"48093",1,3,3,12
"48095",1,1,1,1
"48097",1,3,12,20
"48099",1,2,86,226
"48101",1,3,4,4
"48103",1,1,2,2
"48107",1,1,2,3
"48111",1,2,10,27
"48113",2,56,1324,5369
"48115",1,5,21,40
"48117",1,2,12,133
"48119",1,1,1,2
"48121",1,38,507,989
"48123",1,3,10,17
"48125",1,1,1,1
"48127",1,1,1,1
"48129",1,23,24,26
"48131",1,1,5,5
"48133",2,3,3,5
"48135",3,30,79,155
"48139",2,6,83,241
"48141",1,6,269,1340
"48143",1,3,12,15
"48145",1,1,1,6
"48147",1,1,7,25
"48149",1,10,15,32
"48153",1,2,4,16
"48157",1,9,194,1133
"48159",1,1,1,13
"48161",1,3,8,15
"48163",1,1,25,40
"48165",1,1,2,6
"48167",1,11,355,686
"48171",1,2,2,5
"48175",1,4,7,7
"48177",1,2,20,121
"48179",1,12,47,98
"48181",1,11,19,268
"48183",1,1,37,117
"48185",2,3,10,99
"48187",4,23,64,122
"48189",1,6,16,54
"48193",1,3,5,9
"48195",1,1,11,20
"48199",2,15,91,136
"48201",4,11,1036,6838
"48203",1,6,69,230
"48205",1,4,11,13
"48209",1,6,89,214
"48211",1,1,1,1
"48213",1,1,24,56
"48215",2,62,275,482
"48217",1,5,15,24
"48219",1,7,15,23
"48221",2,9,17,23
"48223",1,3,4,15
"48225",1,5,79,148
"48227",1,1,6,9
"48231",1,8,37,75
"48233",2,3,16,42
"48237",1,4,4,4
"48239",1,3,6,17
"48241",2,7,16,34
"48245",7,31,209,476
"48247",1,3,4,9
"48249",1,2,3,9
"48251",2,8,45,132
"48253",1,3,84,637
"48255",1,2,3,4
"48257",2,9,58,182
"48259",3,8,15,24
"48265",1,2,5,18
"48273",1,2,9,16
"48275",1,1,1,1
"48277",1,3,8,128
"48279",1,1,2,15
"48281",1,3,4,9
"48283",1,1,4,4
"48285",1,1,4,8
"48287",1,2,2,24
"48289",1,2,5,10
"48291",1,5,36,81
"48293",1,3,11,22
"48297",1,3,5,9
"48299",1,3,3,3
"48303",2,19,330,616
"48305",1,3,5,5
"48307",1,3,3,3
"48309",5,33,76,97
"48313",1,2,3,10
"48315",3,6,16,19
"48317",1,1,2,3
"48319",1,1,24,32
"48321",2,6,51,65
"48323",1,4,14,97
"48325",1,3,15,49
"48329",1,13,43,122
"48331",2,2,13,28
"48335",1,1,1,1
"48337",1,1,6,9
"48339",1,3,197,699
"48341",1,7,294,565
"48343",1,1,5,15
"48345",1,1,1,1
"48347",1,15,115,257
"48349",1,7,28,44
"48351",1,1,2,5
"48353",1,2,2,13
"48355",1,40,90,260
"48357",1,19,42,53
"48359",1,2,3,3
"48361",1,7,59,96
"48363",1,4,7,13
"48365",3,10,128,179
"48367",1,4,21,67
"48369",1,6,34,132
"48371",1,5,13,103
"48373",1,8,18,53
"48375",2,5,130,2193
"48379",1,2,2,4
"48381",3,34,164,648
"48387",1,1,35,93
"48393",2,2,2,2
"48395",1,2,2,7
"48397",2,11,49,151
"48401",1,2,24,42
"48403",1,1,2,15
"48405",1,9,16,38
"48407",1,1,10,14
"48409",1,3,11,28
"48415",1,2,2,26
"48419",1,11,86,183
"48421",4,11,23,28
"48423",3,10,93,178
"48427",2,6,7,24
"48429",1,1,1,4
"48437",1,1,9,17
"48439",1,19,588,3127
"48441",1,27,203,322
"48445",1,4,10,13
"48449",1,6,17,495
"48451",1,10,41,64
"48453",4,79,690,2171
"48455",2,3,8,15
"48457",1,4,6,12
"48459",1,1,9,18
"48463",1,4,7,6
"48465",1,5,12,13
"48467",1,1,11,22
"48469",3,20,96,157
"48471",1,9,136,462
"48473",3,11,29,56
"48477",5,21,113,193
"48479",1,22,245,477
"48481",3,9,36,45
"48483",1,7,15,16
"48485",1,15,57,78
"48487",1,1,2,7
"48489",1,5,13,14
"48491",4,34,140,463
"48493",1,6,25,38
"48495",1,3,3,3
"48497",1,3,15,45
"48499",1,5,8,29
"48501",1,1,2,10
"48503",1,3,4,4
"48505",1,4,7,11
"48507",1,1,9,13
"49003",1,2,13,25
"49005",2,5,36,63
"49007",1,2,7,11
"49011",1,3,137,299
"49013",1,3,7,9
"49015",1,2,5,7
"49017",1,1,1,3
"49019",1,1,3,12
"49021",1,6,18,39
"49023",1,2,7,10
"49025",1,3,3,3
"49027",1,4,5,6
"49029",2,3,9,10
"49035",1,1,151,1975
"49037",1,5,43,272
"49039",3,5,6,28
"49041",2,5,8,22
"49043",2,73,304,388
"49045",1,3,34,84
"49047",1,1,6,9
"49049",1,14,322,1400
"49051",1,16,105,188
"49053",1,1,21,85
"49057",1,4,74,175
"50001",1,17,61,62
"50003",1,3,24,54
"50005",1,4,12,14
"50007",1,12,336,431
"50009",3,1,2,3
"50011",2,11,91,99
"50013",1,3,4,7
"50015",4,17,25,29
"50017",1,3,5,8
"50019",2,7,9,9
"50021",1,6,42,50
"50023",1,2,28,38
"50025",2,11,62,77
"50027",2,8,25,45
"51001",1,3,33,690
"51003",1,19,57,141
"51005",1,2,5,16
"51007",1,6,15,21
"51009",1,3,10,25
"51011",1,7,21,31
"51013",2,17,280,1332
"51015",1,15,43,109
"51019",1,2,18,41
"51023",1,5,24,31
"51025",1,1,14,25
"51027",1,12,16,18
"51029",2,9,55,453
"51031",1,4,12,17
"51033",1,6,29,69
"51035",1,3,9,90
"51036",1,1,9,22
"51037",1,4,9,25
"51041",1,9,209,837
"51043",1,3,8,25
"51045",2,2,4,5
"51047",2,3,51,494
"51049",1,8,13,37
"51053",1,7,25,93
"51057",2,4,30,53
"51059",1,10,426,4834
"51061",4,10,73,282
"51063",1,1,3,6
"51065",1,3,68,82
"51067",1,5,15,30
"51069",2,20,87,255
"51071",1,4,4,5
"51073",1,6,21,28
"51075",1,3,40,86
"51079",1,2,10,22
"51081",1,5,36,58
"51083",1,1,12,29
"51085",1,1,31,170
"51087",2,28,453,1198
"51089",1,4,16,95
"51091",1,2,3,3
"51093",1,3,86,119
"51095",3,20,125,173
"51097",1,2,2,10
"51099",1,8,23,54
"51101",1,2,5,26
"51103",1,1,1,10
"51105",2,2,7,10
"51107",2,5,238,1070
"51109",1,9,33,61
"51111",2,3,4,17
"51113",1,2,14,27
"51115",1,2,3,5
"51117",1,4,65,178
"51119",2,3,10,14
"51121",1,7,51,69
"51125",1,2,7,13
"51127",1,12,20,35
"51131",1,2,15,213
"51133",2,3,8,23
"51135",1,1,8,19
"51137",1,4,22,77
"51139",1,5,91,214
"51141",1,2,10,36
"51143",1,2,11,32
"51145",1,4,11,29
"51147",1,1,5,66
"51149",2,16,29,60
"51153",1,14,337,2740
"51155",1,4,9,19
"51157",1,1,6,15
"51159",1,5,143,287
"51161",1,4,34,90
"51163",1,2,5,12
"51165",2,5,106,414
"51167",1,2,5,8
"51169",3,4,7,7
"51171",3,10,58,365
"51173",1,5,13,15
"51175",1,5,75,143
"51177",1,2,50,261
"51179",1,6,95,426
"51181",1,3,4,10
"51183",1,8,31,154
"51185",1,4,5,6
"51187",2,4,36,111
"51191",1,3,30,51
"51193",1,8,25,68
"51195",1,8,22,25
"51197",1,3,11,21
"51199",1,8,35,61
"51510",1,5,174,1193
"51520",1,1,1,4
"51530",1,4,6,13
"51540",1,9,38,71
"51550",1,39,180,419
"51570",4,23,65,101
"51590",1,4,29,45
"51595",1,7,23,82
"51600",1,11,39,69
"51610",2,25,37,56
"51620",1,6,19,42
"51630",1,4,20,113
"51640",1,1,1,95
"51650",1,39,99,174
"51660",1,1,79,583
"51670",1,10,22,73
"51678",2,3,5,7
"51680",1,10,48,77
"51683",2,13,127,792
"51685",1,4,50,280
"51700",1,17,102,206
"51710",1,14,109,361
"51720",2,2,2,2
"51730",2,9,30,112
"51735",1,3,6,7
"51740",1,4,65,228
"51750",1,1,2,6
"51760",4,17,188,741
"51770",1,10,33,140
"51775",1,1,26,34
"51790",1,2,13,49
"51800",1,3,91,269
"51810",1,4,200,454
"51820",2,3,11,41
"51830",1,5,19,42
"51840",1,14,33,156
"53001",1,14,44,50
"53003",1,5,18,19
"53005",1,42,284,773
"53007",1,1,19,117
"53009",1,5,14,21
"53011",1,3,137,367
"53013",1,1,1,1
"53015",2,13,29,68
"53017",1,5,61,138
"53019",1,1,1,1
"53021",1,7,142,552
"53025",1,18,111,219
"53027",1,1,8,13
"53029",1,19,151,179
"53031",1,3,20,28
"53033",1,91,2079,5992
"53035",1,7,111,152
"53037",1,3,11,14
"53039",1,4,14,21
"53041",1,2,17,32
"53043",1,1,2,2
"53045",1,2,20,30
"53047",1,4,18,44
"53049",1,2,9,9
"53051",1,1,2,3
"53053",1,29,627,1673
"53055",1,4,15,15
"53057",1,18,169,391
"53059",1,1,3,3
"53061",1,1,1,384
"53063",4,4,33,326
"53065",1,3,8,9
"53067",1,8,81,120
"53069",1,2,2,4
"53071",1,1,7,77
"53073",1,7,238,329
"53075",1,6,15,19
"53077",2,20,447,1781
"54001",1,5,5,9
"54003",2,27,121,264
"54005",1,2,6,11
"54007",1,1,2,2
"54009",1,3,3,5
"54011",1,11,40,60
"54013",1,1,2,2
"54019",1,2,27,54
"54021",1,3,10,10
"54023",1,1,3,14
"54025",1,3,3,9
"54027",2,6,8,34
"54029",1,6,7,18
"54031",1,2,5,39
"54033",3,17,30,39
"54035",1,8,70,135
"54037",1,4,56,96
"54039",1,19,111,203
"54041",1,2,4,9
"54043",1,1,5,5
"54045",1,4,11,16
"54047",2,6,6,6
"54049",1,11,44,48
"54051",2,4,8,25
"54053",1,4,11,16
"54055",1,2,8,12
"54057",2,4,18,47
"54059",1,2,3,10
"54061",1,29,83,116
"54063",1,5,6,8
"54065",1,4,9,18
"54067",2,3,8,8
"54069",2,11,24,38
"54071",1,1,3,12
"54073",1,1,2,4
"54075",1,2,24,24
"54077",1,3,12,19
"54079",1,4,14,29
"54081",1,3,8,15
"54083",1,3,4,124
"54087",2,2,4,9
"54089",1,1,1,1
"54091",1,4,9,9
"54093",2,2,4,4
"54095",1,3,3,3
"54097",1,1,4,7
"54099",6,75,93,103
"54103",1,2,3,9
"54105",1,1,3,4
"54107",1,3,33,51
"54109",1,1,1,2
"55001",1,2,4,4
"55003",1,1,2,2
"55005",3,6,7,20
"55007",1,2,3,3
"55009",1,5,139,2070
"55011",1,2,4,5
"55015",1,1,5,57
"55017",1,4,21,41
"55019",1,6,19,28
"55021",4,7,27,36
"55023",1,3,3,26
"55025",1,1,1,253
"55027",2,13,19,121
"55029",1,7,12,38
"55031",1,6,8,13
"55033",1,3,9,20
"55035",1,8,22,66
"55037",1,2,2,2
"55039",2,14,49,86
"55043",1,2,26,81
"55045",1,4,9,45
"55047",1,1,8,23
"55049",3,3,7,11
"55051",1,1,2,2
"55053",2,5,12,15
"55055",1,8,27,61
"55057",1,4,11,22
"55059",4,19,204,780
"55061",1,5,22,36
"55063",1,15,25,44
"55065",1,3,8,29
"55071",1,3,13,36
"55073",1,1,17,33
"55075",1,2,7,32
"55077",2,2,3,3
"55078",1,1,1,3
"55079",2,183,1653,4022
"55081",1,3,14,16
"55083",1,3,8,35
"55085",1,3,6,7
"55087",1,4,29,124
"55089",3,33,78,122
"55093",1,1,7,12
"55095",1,4,5,33
"55097",1,3,4,10
"55099",1,1,1,2
"55101",1,4,105,724
"55103",2,3,10,14
"55105",1,14,68,432
"55107",1,3,4,5
"55109",2,4,11,48
"55111",1,11,31,77
"55113",1,2,4,8
"55115",1,5,16,50
"55117",3,6,34,66
"55121",1,1,3,25
"55123",1,1,14,30
"55125",1,3,4,6
"55127",2,6,75,280
"55129",1,1,1,3
"55131",2,27,79,140
"55133",1,15,184,396
"55135",1,2,7,23
"55137",1,2,4,9
"55139",1,5,27,101
"55141",1,1,2,5
"56001",1,4,6,14
"56003",1,3,3,9
"56005",1,1,17,29
"56007",1,3,4,15
"56009",1,4,16,24
"56011",1,3,5,5
"56013",1,10,46,191
"56015",1,2,4,5
"56017",1,1,4,10
"56019",1,8,15,16
"56021",2,15,90,178
"56023",1,9,9,15
"56025",1,9,48,62
"56027",2,2,2,2
"56029",1,1,1,1
"56033",1,4,15,16
"56035",1,1,3,3
"56037",1,3,16,25
"56039",1,12,87,100
"56041",1,4,8,12
"56043",1,4,7,30
